billing_id,policy_id,customer_id,payment_number,due_date,payment_date,amount_due,amount_paid,payment_status,late_fee,total_amount,payment_method,is_autopay,transaction_id
BIL0005784,POL005815,d7b1ddea-e113-4c9e-aa8f-5b688a74b7ba,1,2020-06-29,2020-06-30,2162.7,2162.7,Paid,0.0,2162.7,Credit Card,False,3386739e-d447-49c7-b8a1-cfc14a637fe4
BIL0005785,POL005815,d7b1ddea-e113-4c9e-aa8f-5b688a74b7ba,2,2020-12-26,2020-12-23,2162.7,2162.7,Paid,0.0,2162.7,Credit Card,False,ed70ee10-cfeb-4a4a-89ce-df4c2acf45c2
BIL0005786,POL005815,d7b1ddea-e113-4c9e-aa8f-5b688a74b7ba,3,2021-06-24,2021-06-18,2162.7,2162.7,Paid,0.0,2162.7,Credit Card,False,23ecf277-7d92-4d37-b9f8-e9b0074aee4a
BIL0005787,POL001894,9e232177-4567-4d3b-8615-75f41578f1a3,1,2025-02-01,2025-02-07,1397.22,1397.22,Paid,0.0,1397.22,Online Payment,False,739126b6-040a-4cf3-a633-ca978c03fa4a
BIL0005788,POL001792,b9f41f63-d543-41b4-a835-2f5503d027b5,1,2022-08-27,2022-08-31,3326.95,3326.95,Paid,0.0,3326.95,Check,False,fbc10c2d-b657-431e-b86a-8844c1849456
BIL0005789,POL001792,b9f41f63-d543-41b4-a835-2f5503d027b5,2,2023-08-22,2023-08-23,3326.95,3326.95,Paid,0.0,3326.95,Check,False,1d37bf6d-fe21-4d19-a470-2908c32b65e6
BIL0005790,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,1,2023-10-05,2023-10-09,488.44,488.44,Paid,0.0,488.44,Check,True,70abd8d8-aa89-4807-a1c5-ba3c8ee484a7
BIL0005791,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,2,2023-11-04,2023-11-13,488.44,488.44,Paid,0.0,488.44,Check,True,f25aae7e-9a78-4c05-aa1a-b8dc30b060aa
BIL0005792,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,3,2023-12-04,2023-12-02,488.44,488.44,Paid,0.0,488.44,Check,True,92982c64-d9f8-4c48-8b5e-2b7e119e99e0
BIL0005793,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,4,2024-01-03,2023-12-29,488.44,488.44,Paid,0.0,488.44,Check,True,1b42dc81-5732-4af2-9d16-101876aeeff4
BIL0005794,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,5,2024-02-02,,488.44,0.0,Failed,0.0,488.44,,True,
BIL0005795,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,6,2024-03-03,2024-02-25,488.44,488.44,Paid,0.0,488.44,Check,True,fefc5d28-6898-4e76-8583-b431edbc929a
BIL0005796,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,7,2024-04-02,2024-04-02,488.44,488.44,Paid,0.0,488.44,Check,True,214acbbb-0a80-4941-8ca6-d3f5ee131bae
BIL0005797,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,8,2024-05-02,2024-05-12,488.44,488.44,Late,24.42,512.86,Check,True,1bcb6dc7-23f3-49b3-962d-0b2e9f50fabb
BIL0005798,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,9,2024-06-01,2024-06-04,488.44,488.44,Paid,0.0,488.44,Check,True,fbb8f4fe-9bdb-49fe-834d-2219e7bb538a
BIL0005799,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,10,2024-07-01,,488.44,0.0,Pending,0.0,488.44,,True,
BIL0005800,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,11,2024-07-31,2024-08-05,488.44,488.44,Paid,0.0,488.44,Check,True,08904a16-284b-43f6-932a-8c8d4ed2c8fb
BIL0005801,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,12,2024-08-30,2024-08-27,488.44,488.44,Paid,0.0,488.44,Check,True,43cb1e80-682d-4da6-aab6-b5cab62ce7cb
BIL0005802,POL004782,8e5fb187-546d-4dcd-8454-208972a0a9d4,13,2024-09-29,2024-10-02,488.44,488.44,Paid,0.0,488.44,Check,True,860d9a5b-895f-4dab-abe5-a9b93e82fc48
BIL0005803,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,1,2021-12-17,2021-12-14,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,05d4c770-94d8-45a5-adbd-ceac03c1e1f5
BIL0005804,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,2,2022-01-16,2022-01-19,78.83,78.83,Late,3.94,82.77,Bank Transfer,False,1f31830a-4d17-49b2-ad1a-159e0cf0d35b
BIL0005805,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,3,2022-02-15,2022-02-10,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,f8c9010b-a8f8-4079-92ff-67305194434a
BIL0005806,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,4,2022-03-17,2022-03-22,78.83,78.83,Late,3.94,82.77,Bank Transfer,False,c1a919f1-65a0-4fa4-855e-ae701d2c2871
BIL0005807,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,5,2022-04-16,2022-04-22,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,0a71b2ef-225d-468b-a3cd-6c4bcef193f4
BIL0005808,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,6,2022-05-16,,78.83,0.0,Pending,0.0,78.83,,False,
BIL0005809,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,7,2022-06-15,2022-06-20,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,b40d548e-50ee-478e-84ce-87de60c9d14a
BIL0005810,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,8,2022-07-15,,78.83,0.0,Failed,0.0,78.83,,False,
BIL0005811,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,9,2022-08-14,2022-09-11,78.83,78.83,Overdue,7.88,86.71,Bank Transfer,False,0daf1296-add7-4ed9-875b-c430750e21ff
BIL0005812,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,10,2022-09-13,2022-09-13,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,7bc6aece-39cb-40aa-838f-4b2e181e2a84
BIL0005813,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,11,2022-10-13,2022-10-16,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,cf521922-e668-4003-98cb-bcab921746a7
BIL0005814,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,12,2022-11-12,2022-11-03,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,e39b8886-19bc-4880-8e09-9f0b9b35665c
BIL0005815,POL002007,d84a401a-b529-4c02-8a43-ecbe7508ec0b,13,2022-12-12,2022-12-14,78.83,78.83,Paid,0.0,78.83,Bank Transfer,False,b09385bf-27ac-46f5-90c1-cd3af6ee4ef8
BIL0005816,POL005290,b3407b69-adff-4e24-91c8-cebfa4cd38d4,1,2020-12-12,2020-12-08,1485.66,1485.66,Paid,0.0,1485.66,Credit Card,False,231c3aab-92e9-4eda-b899-33689c1885da
BIL0005817,POL005290,b3407b69-adff-4e24-91c8-cebfa4cd38d4,2,2021-06-10,2021-06-05,1485.66,1485.66,Paid,0.0,1485.66,Credit Card,False,4b3eae18-adde-4bb8-b851-a16550e0d10e
BIL0005818,POL005290,b3407b69-adff-4e24-91c8-cebfa4cd38d4,3,2021-12-07,2021-12-09,1485.66,1485.66,Paid,0.0,1485.66,Credit Card,False,7c7f45b8-a58b-4f95-8e55-5e5cc52dec61
BIL0005819,POL006900,74ac4b2e-174b-4d7a-8853-65d18c093976,1,2022-05-15,2022-05-20,6584.52,6584.52,Late,329.23,6913.75,Credit Card,False,5389c377-e4f1-4455-b398-ea2515687a98
BIL0005820,POL006900,74ac4b2e-174b-4d7a-8853-65d18c093976,2,2022-11-11,2022-11-12,6584.52,6584.52,Paid,0.0,6584.52,Credit Card,False,31aef86c-bda1-48f5-a7a3-0ff4f06f9549
BIL0005821,POL006900,74ac4b2e-174b-4d7a-8853-65d18c093976,3,2023-05-10,2023-05-04,6584.52,6584.52,Paid,0.0,6584.52,Credit Card,False,b0803655-bdef-4442-8d9e-4351b526f79e
BIL0005822,POL002559,2e1604c1-9406-4d9e-be11-e61e526bc378,1,2023-05-05,2023-05-02,1183.84,1183.84,Paid,0.0,1183.84,Check,False,c90df741-4156-4798-8711-d74fdc6d2c64
BIL0005823,POL002559,2e1604c1-9406-4d9e-be11-e61e526bc378,2,2023-06-04,2023-06-02,1183.84,1183.84,Paid,0.0,1183.84,Check,False,8f855230-5469-4cc0-96c4-858b30fc4d7b
BIL0005824,POL002559,2e1604c1-9406-4d9e-be11-e61e526bc378,3,2023-07-04,2023-07-04,1183.84,1183.84,Paid,0.0,1183.84,Check,False,9f4ee8bd-e152-4c51-802b-2e805ec55d20
BIL0005825,POL002559,2e1604c1-9406-4d9e-be11-e61e526bc378,4,2023-08-03,2023-08-03,1183.84,1183.84,Paid,0.0,1183.84,Check,False,02def9e9-d3ed-461f-88ff-8744f7b902d2
BIL0005826,POL002559,2e1604c1-9406-4d9e-be11-e61e526bc378,5,2023-09-02,2023-09-04,1183.84,1183.84,Paid,0.0,1183.84,Check,False,bab13a4c-273d-4774-be36-2ac0075e4e84
BIL0005827,POL002559,2e1604c1-9406-4d9e-be11-e61e526bc378,6,2023-10-02,2023-11-04,1183.84,1183.84,Overdue,118.38,1302.2199999999998,Check,False,b6871550-9497-45c6-b704-ef5ea223dbce
BIL0005828,POL002559,2e1604c1-9406-4d9e-be11-e61e526bc378,7,2023-11-01,,1183.84,0.0,Pending,0.0,1183.84,,False,
BIL0005829,POL004042,76c663b1-755e-433a-9968-cfb0c9350719,1,2024-03-06,,461.93999999999994,0.0,Failed,0.0,461.93999999999994,,False,
BIL0005830,POL004042,76c663b1-755e-433a-9968-cfb0c9350719,2,2024-09-02,2024-09-01,461.93999999999994,461.93999999999994,Paid,0.0,461.93999999999994,Check,False,bf019f25-7b48-48c7-91d6-77774ddbf704
BIL0005831,POL006354,9324d2c5-79ae-433b-9f0e-9a3ea2619d84,1,2021-07-27,,387.90000000000003,0.0,Failed,0.0,387.90000000000003,,False,
BIL0005832,POL006354,9324d2c5-79ae-433b-9f0e-9a3ea2619d84,2,2021-10-25,2021-10-27,387.90000000000003,387.90000000000003,Paid,0.0,387.90000000000003,Credit Card,False,f1e152a4-85bf-481f-a9b6-20a583fd90d7
BIL0005833,POL006354,9324d2c5-79ae-433b-9f0e-9a3ea2619d84,3,2022-01-23,2022-02-03,387.90000000000003,387.90000000000003,Late,19.4,407.3,Credit Card,False,6cd9e40c-736c-4fab-97eb-b709a8e9078d
BIL0005834,POL006354,9324d2c5-79ae-433b-9f0e-9a3ea2619d84,4,2022-04-23,2022-05-01,387.90000000000003,387.90000000000003,Paid,0.0,387.90000000000003,Credit Card,False,e0ff6143-aa07-4265-9d83-a0835cd66461
BIL0005835,POL006354,9324d2c5-79ae-433b-9f0e-9a3ea2619d84,5,2022-07-22,2022-07-31,387.90000000000003,387.90000000000003,Late,19.4,407.3,Credit Card,False,2f2a2dc8-867c-4408-becc-fb34be16f736
BIL0005836,POL003527,cf6ba069-81f1-4aa7-bb53-701df17daf15,1,2024-04-15,2024-04-12,4500.42,4500.42,Paid,0.0,4500.42,Credit Card,True,39283ec9-2346-448c-9cb1-e03b203a2b4d
BIL0005837,POL006230,7102f639-a41a-4751-b698-582e808823f8,1,2021-01-23,2021-01-29,290.68,290.68,Paid,0.0,290.68,Check,True,ae248503-eccd-4200-9c7b-d483295f75c1
BIL0005838,POL006230,7102f639-a41a-4751-b698-582e808823f8,2,2021-02-22,,290.68,0.0,Failed,0.0,290.68,,True,
BIL0005839,POL006230,7102f639-a41a-4751-b698-582e808823f8,3,2021-03-24,2021-03-24,290.68,290.68,Paid,0.0,290.68,Check,True,5ac93a1c-cb0f-4e9b-b8a0-f9cde5bd9e86
BIL0005840,POL006230,7102f639-a41a-4751-b698-582e808823f8,4,2021-04-23,2021-05-01,290.68,290.68,Paid,0.0,290.68,Check,True,f08d17b6-076c-4148-9781-ef837e45611a
BIL0005841,POL006230,7102f639-a41a-4751-b698-582e808823f8,5,2021-05-23,2021-05-23,290.68,290.68,Paid,0.0,290.68,Check,True,ffdf7ac7-3aff-4358-92aa-9580552f0af0
BIL0005842,POL006230,7102f639-a41a-4751-b698-582e808823f8,6,2021-06-22,2021-06-27,290.68,290.68,Late,14.53,305.21,Check,True,46f88d21-f868-4902-ad1c-9975cb81b2da
BIL0005843,POL006230,7102f639-a41a-4751-b698-582e808823f8,7,2021-07-22,2021-07-29,290.68,290.68,Paid,0.0,290.68,Check,True,a19b3a29-2212-4135-80a8-360d3f26e4d4
BIL0005844,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,1,2022-03-13,2022-03-13,73.11,73.11,Paid,0.0,73.11,Online Payment,True,43f9ca19-3df2-4fd5-8dc7-34bcea325b57
BIL0005845,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,2,2022-04-12,,73.11,0.0,Failed,0.0,73.11,,True,
BIL0005846,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,3,2022-05-12,2022-05-17,73.11,73.11,Paid,0.0,73.11,Online Payment,True,aeee6496-b874-4265-951f-8fa39ef50ca8
BIL0005847,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,4,2022-06-11,2022-06-10,73.11,73.11,Paid,0.0,73.11,Online Payment,True,942493b3-2543-43a5-b224-95abf9306204
BIL0005848,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,5,2022-07-11,2022-07-07,73.11,73.11,Paid,0.0,73.11,Online Payment,True,0346c3ca-e233-475e-906e-d2c9d7b7b686
BIL0005849,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,6,2022-08-10,2022-08-16,73.11,73.11,Paid,0.0,73.11,Online Payment,True,60881054-cecb-4084-9c17-a70efe25a76b
BIL0005850,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,7,2022-09-09,2022-09-10,73.11,73.11,Paid,0.0,73.11,Online Payment,True,01d2e9eb-c5e8-44a7-ad47-23a082a9198a
BIL0005851,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,8,2022-10-09,2022-10-07,73.11,73.11,Paid,0.0,73.11,Online Payment,True,89efb452-981f-4575-9345-eb6778183b9f
BIL0005852,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,9,2022-11-08,2022-11-08,73.11,73.11,Paid,0.0,73.11,Online Payment,True,77ce5947-8978-4305-a400-f7e6c0f845a5
BIL0005853,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,10,2022-12-08,2022-12-10,73.11,73.11,Paid,0.0,73.11,Online Payment,True,41a7e40f-9215-4440-bef4-430d867d2d32
BIL0005854,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,11,2023-01-07,2022-12-31,73.11,73.11,Paid,0.0,73.11,Online Payment,True,f54b4aa9-0285-46b6-a970-a836f3c27ebf
BIL0005855,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,12,2023-02-06,2023-02-09,73.11,73.11,Paid,0.0,73.11,Online Payment,True,30f230b3-3f06-439e-8c44-ca3327aa6981
BIL0005856,POL005325,f397f8b6-442a-46e0-ad6e-b0c31296b661,13,2023-03-08,2023-03-10,73.11,73.11,Paid,0.0,73.11,Online Payment,True,7f49deca-1b54-447d-a172-ef28b2b50540
BIL0005857,POL007359,dd3274c9-70d9-4b27-9c48-0cf76ee59194,1,2024-02-01,2024-02-09,752.64,752.64,Paid,0.0,752.64,Online Payment,False,3264f085-001c-4b42-877e-6555ad1551f5
BIL0005858,POL007359,dd3274c9-70d9-4b27-9c48-0cf76ee59194,2,2024-07-30,2024-07-29,752.64,752.64,Paid,0.0,752.64,Online Payment,False,6aec3c6b-a720-408f-b5e6-3de9dcd74cbe
BIL0005859,POL007359,dd3274c9-70d9-4b27-9c48-0cf76ee59194,3,2025-01-26,2025-02-01,752.64,752.64,Paid,0.0,752.64,Online Payment,False,7f5fabd2-bcf8-4538-8cfd-88ef1414df14
BIL0005860,POL004182,f158faa2-b840-423c-8b1c-505aa3395510,1,2023-01-02,2023-01-02,518.09,518.09,Paid,0.0,518.09,Bank Transfer,True,e70c7f4e-6583-40ca-8808-4bc7cebcdf8a
BIL0005861,POL004182,f158faa2-b840-423c-8b1c-505aa3395510,2,2023-02-01,2023-02-01,518.09,518.09,Paid,0.0,518.09,Bank Transfer,True,d6adc1d6-120f-4122-b128-6e7eed72c3f5
BIL0005862,POL004182,f158faa2-b840-423c-8b1c-505aa3395510,3,2023-03-03,2023-03-11,518.09,518.09,Late,25.9,543.99,Bank Transfer,True,7ed75487-0130-4abd-9774-b074a86ac061
BIL0005863,POL004182,f158faa2-b840-423c-8b1c-505aa3395510,4,2023-04-02,,518.09,0.0,Pending,0.0,518.09,,True,
BIL0005864,POL004182,f158faa2-b840-423c-8b1c-505aa3395510,5,2023-05-02,2023-04-26,518.09,518.09,Paid,0.0,518.09,Bank Transfer,True,92cffffb-f7d7-47f6-a9c7-524946809d65
BIL0005865,POL004182,f158faa2-b840-423c-8b1c-505aa3395510,6,2023-06-01,2023-06-03,518.09,518.09,Paid,0.0,518.09,Bank Transfer,True,5d8af60d-312f-4ba2-b03b-91ae6dba5d57
BIL0005866,POL004182,f158faa2-b840-423c-8b1c-505aa3395510,7,2023-07-01,2023-07-08,518.09,518.09,Late,25.9,543.99,Bank Transfer,True,ad58ff71-9293-43f4-b305-af85eea04569
BIL0005867,POL000108,f3e4aa12-e494-4977-9b17-931ab0ae6d8a,1,2024-03-22,2024-03-22,3715.2000000000003,3715.2000000000003,Paid,0.0,3715.2000000000003,Check,True,ce380770-3017-4cd8-a50f-6d8ddf2afc8a
BIL0005868,POL000108,f3e4aa12-e494-4977-9b17-931ab0ae6d8a,2,2024-09-18,2024-09-20,3715.2000000000003,3715.2000000000003,Paid,0.0,3715.2000000000003,Check,True,c10493dd-fb6e-4531-835d-00ccbfa727fc
BIL0005869,POL000108,f3e4aa12-e494-4977-9b17-931ab0ae6d8a,3,2025-03-17,,3715.2000000000003,0.0,Pending,0.0,3715.2000000000003,,True,
BIL0005870,POL003966,d9621caa-2e32-4c9b-bdbe-5279cb83a857,1,2024-08-10,2024-08-15,1308.57,1308.57,Late,65.43,1374.0,Online Payment,True,2d943b43-58d4-445a-8215-1ff6301cd600
BIL0005871,POL003966,d9621caa-2e32-4c9b-bdbe-5279cb83a857,2,2024-11-08,2024-11-14,1308.57,1308.57,Paid,0.0,1308.57,Online Payment,True,2a306469-0f32-4558-8639-12b01c477575
BIL0005872,POL003966,d9621caa-2e32-4c9b-bdbe-5279cb83a857,3,2025-02-06,2025-02-05,1308.57,1308.57,Paid,0.0,1308.57,Online Payment,True,64ae2a10-dc31-43fd-8d3c-a782306cefb6
BIL0005873,POL003966,d9621caa-2e32-4c9b-bdbe-5279cb83a857,4,2025-05-07,2025-05-15,1308.57,1308.57,Late,65.43,1374.0,Online Payment,True,a27676ae-d9fd-4753-aa5e-fc1bad187d8e
BIL0005874,POL001324,4edaaa39-9e47-4768-a8fc-9a57b013fae0,1,2021-04-18,2021-04-13,1251.05,1251.05,Paid,0.0,1251.05,Credit Card,False,721d855a-5d78-40c0-ac21-68937acaa671
BIL0005875,POL001324,4edaaa39-9e47-4768-a8fc-9a57b013fae0,2,2022-04-13,2022-04-22,1251.05,1251.05,Paid,0.0,1251.05,Credit Card,False,08a608a7-09f4-4f80-9cd8-f92e56d372ec
BIL0005876,POL001324,4edaaa39-9e47-4768-a8fc-9a57b013fae0,3,2023-04-08,2023-04-08,1251.05,1251.05,Paid,0.0,1251.05,Credit Card,False,c947660a-f1b4-4855-a0dd-1dcae695ddfc
BIL0005877,POL001324,4edaaa39-9e47-4768-a8fc-9a57b013fae0,4,2024-04-02,2024-04-01,1251.05,1251.05,Paid,0.0,1251.05,Credit Card,False,805f7075-061e-4cfe-8758-24e6187d9d45
BIL0005878,POL001324,4edaaa39-9e47-4768-a8fc-9a57b013fae0,5,2025-03-28,2025-03-31,1251.05,1251.05,Paid,0.0,1251.05,Credit Card,False,0b977737-b080-4e1c-a7e9-9f4a5b8ac586
BIL0005879,POL005920,af3c62ef-92f4-470d-a90f-a47c94bfbb1b,1,2021-06-21,2021-06-26,5549.28,5549.28,Paid,0.0,5549.28,Credit Card,True,7c6f2fb3-fff4-4d1c-aefd-521ca9bd5d8d
BIL0005880,POL005920,af3c62ef-92f4-470d-a90f-a47c94bfbb1b,2,2021-12-18,2022-01-30,5549.28,5549.28,Overdue,554.93,6104.21,Credit Card,True,00ab1c76-442c-4e14-bdf9-ef3ed1220538
BIL0005881,POL005920,af3c62ef-92f4-470d-a90f-a47c94bfbb1b,3,2022-06-16,2022-06-21,5549.28,5549.28,Paid,0.0,5549.28,Credit Card,True,9381d965-cd19-4d2d-a47d-f3273430cd5c
BIL0005882,POL002149,c7cda1d1-6176-4132-be17-f9e653e3bab1,1,2021-05-11,2021-05-10,1102.76,1102.76,Paid,0.0,1102.76,Online Payment,False,764a010c-5f6d-4bde-ab42-5064ba0ad241
BIL0005883,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,1,2020-06-14,2020-06-21,1281.84,1281.84,Paid,0.0,1281.84,Check,True,c80ee9bb-ef62-4dcb-8af9-3002a68d036c
BIL0005884,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,2,2020-12-11,,1281.84,0.0,Pending,0.0,1281.84,,True,
BIL0005885,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,3,2021-06-09,2021-06-12,1281.84,1281.84,Paid,0.0,1281.84,Check,True,a03ca1ba-627b-4143-9065-16c8344dadff
BIL0005886,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,4,2021-12-06,,1281.84,0.0,Pending,0.0,1281.84,,True,
BIL0005887,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,5,2022-06-04,2022-07-11,1281.84,1281.84,Overdue,128.18,1410.02,Check,True,b0e25dfa-6e86-4f51-867a-5f08f4f575a3
BIL0005888,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,6,2022-12-01,2022-12-02,1281.84,1281.84,Late,64.09,1345.9299999999998,Check,True,89786d2b-d03f-4364-97c5-28e2a9068560
BIL0005889,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,7,2023-05-30,2023-05-27,1281.84,1281.84,Paid,0.0,1281.84,Check,True,84c76551-d49e-45ca-8cac-b9b6e07f89eb
BIL0005890,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,8,2023-11-26,2023-12-28,1281.84,1281.84,Overdue,128.18,1410.02,Check,True,eb101a84-88b0-480e-9043-30450146dd0b
BIL0005891,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,9,2024-05-24,2024-05-15,1281.84,1281.84,Paid,0.0,1281.84,Check,True,664b1bdb-ec45-47ab-bb4f-399ae797246a
BIL0005892,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,10,2024-11-20,2024-11-21,1281.84,1281.84,Paid,0.0,1281.84,Check,True,e6d40347-245c-4b58-9253-c047b75b9964
BIL0005893,POL006631,c48f1a19-b176-4db7-b5e6-5669b05b071a,11,2025-05-19,2025-06-11,1281.84,1281.84,Overdue,128.18,1410.02,Check,True,905c2822-873c-4a49-b577-66f46ac92547
BIL0005894,POL006706,bab4f9a0-99df-470c-8c87-0b2e9bcf2852,1,2023-04-09,2023-04-19,1912.97,1912.97,Late,95.65,2008.6200000000001,Check,True,4ddfb8dd-9514-42b9-9775-76718bb4c3b2
BIL0005895,POL006706,bab4f9a0-99df-470c-8c87-0b2e9bcf2852,2,2024-04-03,2024-03-31,1912.97,1912.97,Paid,0.0,1912.97,Check,True,e0fd2994-7a04-4cc8-93a8-afbf756ef550
BIL0005896,POL006706,bab4f9a0-99df-470c-8c87-0b2e9bcf2852,3,2025-03-29,2025-04-15,1912.97,1912.97,Overdue,191.3,2104.27,Check,True,aa5ed0f1-f1d4-4c72-8085-d5ddd6485266
BIL0005897,POL002298,367d2351-ac39-4e46-94e0-082dedac8673,1,2023-11-18,2023-11-18,4741.27,4741.27,Paid,0.0,4741.27,Credit Card,True,c129afaa-5204-4bd5-9964-8bf1baafc57b
BIL0005898,POL002298,367d2351-ac39-4e46-94e0-082dedac8673,2,2024-11-12,2024-11-19,4741.27,4741.27,Paid,0.0,4741.27,Credit Card,True,2e5cdca9-5199-4ef6-bb76-4a3675c82d26
BIL0005899,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,1,2022-06-03,2022-06-08,182.75,182.75,Paid,0.0,182.75,Online Payment,True,00df3302-96c7-4970-8bf8-6e778351599b
BIL0005900,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,2,2022-07-03,2022-07-02,182.75,182.75,Paid,0.0,182.75,Online Payment,True,abefa169-1bbc-4d53-84b9-c876c152c817
BIL0005901,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,3,2022-08-02,2022-09-04,182.75,182.75,Overdue,18.28,201.03,Online Payment,True,02be97b9-ea80-4686-9622-9f9ec8889f78
BIL0005902,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,4,2022-09-01,2022-08-25,182.75,182.75,Paid,0.0,182.75,Online Payment,True,a338a70e-0e5d-4dac-9f75-3072c144b761
BIL0005903,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,5,2022-10-01,2022-09-30,182.75,182.75,Paid,0.0,182.75,Online Payment,True,07fb6162-16bc-48b7-9912-8ed3ba5eb0ad
BIL0005904,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,6,2022-10-31,2022-10-27,182.75,182.75,Paid,0.0,182.75,Online Payment,True,b22127de-700e-4998-9752-9c70fb23c2f9
BIL0005905,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,7,2022-11-30,2022-11-30,182.75,182.75,Paid,0.0,182.75,Online Payment,True,85b3c4aa-c3d8-42c6-a097-7e24170019b2
BIL0005906,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,8,2022-12-30,2022-12-30,182.75,182.75,Paid,0.0,182.75,Online Payment,True,69cb9799-846d-4aee-b09e-b3152c91d7f0
BIL0005907,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,9,2023-01-29,2023-01-27,182.75,182.75,Paid,0.0,182.75,Online Payment,True,2594c7c8-e114-4004-ad4e-fc7c8461991d
BIL0005908,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,10,2023-02-28,2023-03-09,182.75,182.75,Late,9.14,191.89,Online Payment,True,b06e4d32-dc85-4e2a-a9cd-66e44d231b3b
BIL0005909,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,11,2023-03-30,2023-04-25,182.75,182.75,Overdue,18.28,201.03,Online Payment,True,15d32174-e6b4-4c5f-92f8-a5cb2172d9b7
BIL0005910,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,12,2023-04-29,,182.75,0.0,Pending,0.0,182.75,,True,
BIL0005911,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,13,2023-05-29,2023-06-05,182.75,182.75,Paid,0.0,182.75,Online Payment,True,76f66858-2342-44a1-a1c9-16d686365ac4
BIL0005912,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,14,2023-06-28,2023-06-30,182.75,182.75,Paid,0.0,182.75,Online Payment,True,db487395-5d30-4847-a4ec-7d8520cd564d
BIL0005913,POL002412,cefd5ab7-ebc2-4026-9937-29452725a76d,15,2023-07-28,,182.75,0.0,Failed,0.0,182.75,,True,
