policy_id,customer_id,agent_id,policy_type,policy_subtype,effective_date,expiration_date,renewal_date,policy_term_years,annual_premium,monthly_premium,payment_frequency,payment_method,coverage_level,policy_status,underwriting_grade,underwriting_score,is_loyalty_member,bundle_discount,discount_percentage,total_discount_amount,net_premium,auto_renewal,last_modified_date,policy_notes
POL002912,f5978993-c7f2-4652-8c73-973d351e01f7,AG0140,Auto,Comprehensive,2025-01-06,2026-01-06,2026-01-06,1.0,2236.43,186.37,Annual,Credit Card,54,Active,B+,70,False,True,5,111.82,2124.61,True,2025-03-15,Each remain draw interest her. Matter question become left tough his.
POL002913,4b2b92b5-9073-49c1-b65d-9303320622ff,AG0105,Commercial,Professional Liability,2025-02-19,2026-02-19,2026-02-19,1.0,6591.81,549.32,Semi-Annual,Bank Transfer,62,Active,B+,85,True,True,15,988.77,5603.04,True,2025-02-19,
POL002914,047b0e91-ea03-4df9-bc61-647b84de4c2b,AG0109,Umbrella,Extended,2023-12-11,2024-12-10,2025-12-10,1.0,1599.83,133.32,Semi-Annual,Check,84,Active,A,68,False,False,0,0.0,1599.83,False,2024-03-24,Live edge fight example respond look. Or feel one short student southern employee.
POL002915,34b1d1f4-7982-426c-b8a1-57a89cbe9008,AG0111,Business Liability,General,2024-08-20,2025-08-20,2025-08-20,1.0,5363.02,446.92,Semi-Annual,Credit Card,77,Active,B,56,False,True,5,268.15,5094.87,False,2025-01-16,
POL002916,85c24471-b92c-4ec2-9831-ee7f92d0d62e,AG0095,Umbrella,Extended,2022-03-31,2023-03-31,2026-03-30,1.0,1314.01,109.5,Monthly,Bank Transfer,63,Active,C,90,False,True,10,131.4,1182.61,False,2024-05-18,
POL002917,54816946-6784-4d6e-abe6-0eb18f07c1e1,AG0092,Umbrella,Extended,2022-11-17,2023-11-17,2025-11-16,1.0,1034.02,86.17,Quarterly,Bank Transfer,75,Renewed,C+,83,False,False,3,31.02,1003.0,False,2023-02-06,
POL002918,ca85be39-5b77-4ed4-b2fe-8bc8af56ccd4,AG0013,Home,Basic,2024-08-11,2025-08-11,2025-08-11,1.0,2677.65,223.14,Monthly,Bank Transfer,78,Renewed,C+,87,True,True,20,535.53,2142.12,False,2024-10-29,
POL002919,17531831-478a-4bf4-857a-12d28de36a66,AG0144,Business Liability,General,2020-07-31,2021-07-31,2025-07-31,1.0,3369.46,280.79,Annual,Bank Transfer,45,Active,B,69,False,True,5,168.47,3200.99,True,2021-07-11,
POL002920,88245123-4f07-47c1-81ef-c2664ca6411f,AG0069,Commercial,Property,2024-12-25,2025-12-25,2025-12-25,1.0,5606.85,467.24,Semi-Annual,Credit Card,99,Active,A+,83,True,False,7,392.48,5214.37,True,2025-01-30,
POL002921,d4df12f3-601a-4a4b-8c97-10369b4c9efd,AG0072,Home,Premium,2020-12-28,2021-12-28,2025-12-28,1.0,5631.68,469.31,Annual,Bank Transfer,94,Renewed,C,71,False,True,15,844.75,4786.93,True,2021-01-13,
POL002922,a42bcfc3-e1f4-4d70-806a-d9e9a3bbfa5b,AG0014,Renters,Premium,2021-03-28,2022-03-28,2026-03-28,1.0,961.41,80.12,Semi-Annual,Credit Card,66,Active,A,59,True,False,2,19.23,942.18,True,2021-06-30,
POL002923,ca331827-7c46-43cb-b1db-ed29fb954169,AG0110,Commercial,General Liability,2021-10-14,2022-10-14,2025-10-13,1.0,6329.7,527.48,Semi-Annual,Bank Transfer,58,Active,B,81,True,False,5,316.48,6013.21,True,2023-11-28,
POL002924,97397f17-a9f0-4c4f-9db4-8e8d02ba9ccf,AG0088,Commercial,Business Interruption,2020-05-29,2021-05-29,2026-05-29,1.0,7439.92,619.99,Quarterly,Check,82,Cancelled,B,71,False,False,0,0.0,7439.92,False,2024-06-04,Relate upon break tonight very course wish attorney. Address range win growth. Offer guess improve.
POL002925,e4218203-2f49-497a-93b9-df86f79cc2a4,AG0067,Health,Medicare Supplement,2024-05-10,2025-05-10,2026-05-10,1.0,14913.18,1242.77,Quarterly,Online Payment,82,Active,A,73,True,True,20,2982.64,11930.54,False,2024-08-15,Middle middle TV every some. Fine meeting between ready live movement.
POL002926,543e84aa-f6b0-48e3-b6b8-b25de46807d2,AG0031,Renters,Premium,2023-02-17,2024-02-17,2026-02-16,1.0,1158.44,96.54,Annual,Bank Transfer,89,Active,A,83,False,False,0,0.0,1158.44,False,2025-05-15,
POL002927,35123714-a189-462d-a714-57b914009c35,AG0076,Home,Standard,2022-06-18,2023-06-18,2025-06-17,1.0,3543.63,295.3,Monthly,Bank Transfer,59,Active,B+,75,False,False,0,0.0,3543.63,True,2024-08-13,
POL002928,9f439323-0ed5-4fbc-8c24-aedeb8fcdfda,AG0124,Business Liability,Product,2024-09-11,2025-09-11,2025-09-11,1.0,3762.22,313.52,Monthly,Check,49,Lapsed,B+,73,False,False,0,0.0,3762.22,True,2024-11-11,
POL002929,91b24db4-73bf-4750-b2a9-f1ad4c492feb,AG0115,Commercial,Business Interruption,2021-10-03,2022-10-03,2025-10-02,1.0,7256.88,604.74,Quarterly,Check,84,Active,C+,56,True,False,5,362.84,6894.04,False,2023-05-25,
POL002930,37413328-d7a4-4dd0-90f9-3619eda99588,AG0143,Health,Individual,2024-05-20,2025-05-20,2026-05-20,1.0,8977.35,748.11,Annual,Online Payment,68,Active,B,72,False,False,0,0.0,8977.35,True,2025-01-17,
POL002931,d0c01a24-c72e-4772-a5d7-51242fe37bdd,AG0062,Renters,Custom,2025-04-10,2026-04-10,2026-04-10,1.0,1418.32,118.19,Quarterly,Online Payment,78,Active,C+,68,True,False,2,28.37,1389.95,True,2025-05-27,Figure task guy here capital figure find. Level beyond finally policy.
POL002932,27d32aff-11a6-4cb9-bac9-c59d47c21bb1,AG0069,Commercial,Property,2020-12-01,2021-06-01,2025-06-01,0.5,6520.78,543.4,Annual,Credit Card,57,Active,D,71,False,True,5,326.04,6194.74,False,2021-02-19,Old yes father return day cause. Cut draw police old news relate blue.
POL002933,b7544e5b-0e73-4cd8-ae07-a5c7a45c72d8,AG0012,Renters,Premium,2020-07-14,2021-07-14,2025-07-14,1.0,957.48,79.79,Annual,Check,50,Renewed,B+,69,False,False,5,47.87,909.61,False,2023-05-16,Camera sometimes bar black later over. Thousand follow check.
POL002934,0a8b2f04-0805-409c-86b2-e8536f8f697b,AG0095,Auto,Comprehensive,2025-03-02,2026-03-02,2026-03-02,1.0,2064.57,172.05,Quarterly,Online Payment,68,Active,B,70,False,False,0,0.0,2064.57,False,2025-04-04,
POL002935,123679b2-396f-430e-818d-277a640be66c,AG0126,Umbrella,Standard,2022-08-28,2023-02-26,2025-08-27,0.5,1343.67,111.97,Monthly,Bank Transfer,66,Active,B+,53,True,False,5,67.18,1276.49,True,2024-04-27,
POL002936,cb67ec54-fba6-4302-8acf-bd9bd29fbb99,AG0092,Professional Liability,Consulting,2021-05-28,2021-11-26,2025-11-26,0.5,4226.5,352.21,Monthly,Bank Transfer,69,Active,A,83,True,True,22,929.83,3296.67,True,2022-04-15,
POL002937,196430c3-b6e5-47d6-b9f3-74870b3dddce,AG0127,Life,Universal,2022-07-03,2037-07-02,2037-07-02,15.0,2721.41,226.78,Monthly,Credit Card,93,Pending,C+,101,False,False,0,0.0,2721.41,True,2024-05-25,
POL002938,8c2ff89e-b601-48c6-aeaf-8ba55b798ee3,AG0020,Professional Liability,Consulting,2023-03-20,2024-03-19,2026-03-19,1.0,6439.47,536.62,Semi-Annual,Credit Card,100,Active,A,57,False,True,15,965.92,5473.55,True,2023-06-08,
POL002939,8f641437-46c7-4b24-ad81-787e9bd06852,AG0146,Umbrella,Standard,2021-07-30,2022-07-30,2025-07-29,1.0,1287.27,107.27,Monthly,Credit Card,68,Active,A+,71,False,False,0,0.0,1287.27,True,2022-05-17,
POL002940,e857a922-4f06-4a91-90e6-c7d2e5fd4771,AG0089,Renters,Basic,2020-08-22,2021-08-22,2025-08-22,1.0,756.18,63.01,Annual,Online Payment,73,Active,B,72,True,False,2,15.12,741.06,True,2024-08-07,Mother brother cell student movie population form. Of build let face sea should.
POL002941,1131ab84-485d-4650-843a-448bbdea6196,AG0052,Health,Individual,2023-03-11,2023-09-09,2025-09-08,0.5,9363.85,780.32,Semi-Annual,Online Payment,100,Active,C+,59,True,True,12,1123.66,8240.19,True,2024-02-28,Trouble popular condition focus. Ten chair this.
POL002942,6b629abf-1f3c-4723-9f1d-4b94ecf4d68b,AG0022,Professional Liability,Legal,2023-09-27,2024-09-26,2025-09-26,1.0,2993.91,249.49,Semi-Annual,Online Payment,64,Active,B+,91,False,True,10,299.39,2694.52,True,2024-07-09,
POL002943,77ab1795-308a-4ed9-a36e-3daa5ea82aad,AG0024,Umbrella,Extended,2023-02-17,2024-02-17,2026-02-16,1.0,1296.34,108.03,Semi-Annual,Online Payment,65,Active,B,76,False,False,0,0.0,1296.34,True,2024-02-02,Student discover color although outside. Wish side Republican team work simply.
POL002944,644b390d-cc4f-47b5-ab47-d256e809b624,AG0140,Health,Medicare Supplement,2020-11-15,2021-11-15,2025-11-15,1.0,13903.22,1158.6,Monthly,Credit Card,90,Active,B+,77,False,False,0,0.0,13903.22,False,2022-04-03,If first type avoid quality PM society possible.
POL002945,62f25be3-9762-4709-acf2-d1abd6afcc46,AG0041,Business Liability,Product,2024-11-01,2025-05-02,2025-10-31,0.5,5937.97,494.83,Monthly,Check,77,Active,C+,83,False,False,0,0.0,5937.97,False,2024-11-01,Remain part certainly policy will.
POL002946,3f4f954f-ba04-4ce2-8c47-e48a5d2ed9c9,AG0053,Professional Liability,Medical,2024-05-10,2025-05-10,2026-05-10,1.0,3067.34,255.61,Semi-Annual,Bank Transfer,61,Active,A,66,True,True,17,521.45,2545.89,False,2024-07-24,Employee receive parent. Us consider baby southern forward person. Lot gun former.
POL002947,a48f70fb-45d0-44eb-9a6c-8459727fbac3,AG0072,Home,Premium,2023-05-27,2024-05-26,2026-05-26,1.0,4246.77,353.9,Monthly,Credit Card,83,Lapsed,A+,47,False,True,10,424.68,3822.09,False,2023-09-13,
POL002948,54277210-ac81-4fab-b9c9-0b0211daef32,AG0075,Business Liability,General,2020-11-12,2021-05-13,2025-11-11,0.5,4312.11,359.34,Monthly,Online Payment,96,Renewed,A+,75,False,False,3,129.36,4182.75,False,2021-12-17,
POL002949,356646ce-bcdf-4d52-bbcb-bbdebebc209e,AG0065,Umbrella,Standard,2020-11-18,2021-05-19,2025-11-17,0.5,1343.88,111.99,Annual,Online Payment,77,Active,A+,52,False,False,0,0.0,1343.88,False,2025-03-08,
POL002950,f1ab38d6-419e-4160-b696-aad04494d2f3,AG0049,Life,Whole Life,2023-05-10,2053-05-09,2053-05-09,30.0,1094.6,91.22,Monthly,Credit Card,55,Renewed,A+,67,False,False,5,54.73,1039.87,True,2025-02-10,
POL002951,a138f4d8-abb7-4036-ad72-eab44c9d8bf5,AG0108,Commercial,General Liability,2021-04-30,2022-04-30,2026-04-30,1.0,7166.95,597.25,Quarterly,Bank Transfer,87,Active,B,47,False,False,0,0.0,7166.95,False,2024-02-12,
POL002952,9892e7f3-6fa1-4603-8754-2010c2a5b726,AG0053,Commercial,Workers Comp,2020-11-01,2021-11-01,2025-11-01,1.0,5740.33,478.36,Quarterly,Online Payment,86,Cancelled,D,67,False,False,0,0.0,5740.33,True,2024-09-26,
POL002953,e26ca654-b04f-4377-a5ab-2d1398b15491,AG0125,Life,Whole Life,2023-02-19,2043-02-19,2043-02-19,20.0,1960.81,163.4,Semi-Annual,Credit Card,71,Active,B,75,False,False,0,0.0,1960.81,True,2023-03-30,
POL002954,d7959f5b-770d-41ac-981c-e1a42165f2bb,AG0069,Renters,Premium,2023-11-08,2024-11-07,2025-11-07,1.0,860.48,71.71,Quarterly,Check,79,Active,B+,63,False,True,10,86.05,774.43,False,2025-02-26,Several agree war a. Candidate movement likely rise stock American.
POL002955,0bd8647f-afaf-4cc6-87b8-909d1568681a,AG0137,Commercial,Business Interruption,2024-11-13,2025-11-13,2025-11-13,1.0,6380.49,531.71,Quarterly,Check,84,Cancelled,C+,44,False,False,0,0.0,6380.49,True,2024-12-11,
POL002956,23f522b4-212b-47eb-a612-d64903017005,AG0108,Umbrella,Extended,2023-10-11,2024-10-10,2025-10-10,1.0,1191.21,99.27,Annual,Credit Card,68,Active,A+,73,False,False,0,0.0,1191.21,True,2025-04-29,
POL002957,ee253c27-52be-4d41-8b35-d36cc32b09de,AG0039,Home,Custom,2022-09-19,2023-09-19,2025-09-18,1.0,4440.66,370.06,Semi-Annual,Credit Card,69,Pending,A+,50,False,True,15,666.1,3774.56,False,2023-06-08,Move play close resource. Among already pull minute doctor.
POL002958,f1e2bf7d-e1f5-46a9-bc78-7e71bec2dac3,AG0133,Auto,Liability Only,2021-05-21,2022-05-21,2026-05-21,1.0,3838.06,319.84,Quarterly,Online Payment,86,Active,C+,57,False,False,0,0.0,3838.06,False,2024-08-03,
POL002959,0924d7b1-99b0-4c30-8086-1449107ec1bb,AG0131,Professional Liability,Medical,2021-03-29,2022-03-29,2026-03-29,1.0,3291.61,274.3,Quarterly,Credit Card,73,Active,C+,73,False,True,5,164.58,3127.03,False,2021-06-26,Reflect however return national. Case culture fine then woman.
POL002960,53af1be2-f177-4a2f-a8ca-b9668d9c726f,AG0013,Commercial,Property,2024-04-09,2025-04-09,2026-04-09,1.0,6900.92,575.08,Annual,Bank Transfer,75,Renewed,C,86,False,False,3,207.03,6693.89,True,2024-07-16,
POL002961,bbe7e3b9-f2d2-425e-95c3-435c7da65528,AG0123,Health,Individual,2021-08-11,2022-08-11,2025-08-10,1.0,8182.96,681.91,Semi-Annual,Bank Transfer,74,Active,B,77,False,True,5,409.15,7773.81,True,2024-01-06,Maybe bad follow card trouble among. Politics role positive glass less talk.
POL002962,e1c2b90c-4f8e-47d2-aa69-073bec5c9eab,AG0141,Umbrella,Standard,2023-10-19,2024-04-18,2025-10-17,0.5,1554.5,129.54,Quarterly,Online Payment,74,Cancelled,C+,79,False,False,0,0.0,1554.5,True,2024-04-09,Stage defense kid trip health feeling. Someone too force movement.
POL002963,d31a4038-5e46-4318-bbdb-bacd823f13b7,AG0090,Umbrella,Extended,2020-12-24,2021-12-24,2025-12-24,1.0,913.31,76.11,Annual,Credit Card,95,Active,B,73,False,False,0,0.0,913.31,True,2021-12-02,
POL002964,17f4dff0-aec3-4d5b-b9a9-d4d69aeb604a,AG0075,Umbrella,Standard,2023-03-02,2024-03-01,2026-03-01,1.0,1105.07,92.09,Monthly,Credit Card,86,Active,C,89,False,False,0,0.0,1105.07,True,2024-06-06,
POL002965,40292051-3dab-4b56-afce-788d8ebd0925,AG0147,Auto,Liability Only,2025-04-12,2026-04-12,2026-04-12,1.0,2491.24,207.6,Quarterly,Online Payment,95,Lapsed,A+,67,False,False,0,0.0,2491.24,False,2025-05-21,Less law rate rich onto. You effect book part though their soldier. Color important radio wonder.
POL002966,1b4dbabd-5860-4d6d-a0a7-865d06ec27d1,AG0137,Business Liability,Product,2021-09-02,2022-09-02,2025-09-01,1.0,6857.62,571.47,Monthly,Credit Card,90,Active,A+,74,True,True,15,1028.64,5828.98,True,2024-09-10,Major much heavy either several thing possible. Federal travel center after pass single.
POL002967,9d0b5ae2-b766-4cb3-a44a-7ac4ce1dc5aa,AG0020,Health,Individual,2024-01-07,2025-01-06,2026-01-06,1.0,16413.28,1367.77,Annual,Bank Transfer,91,Lapsed,D,78,False,False,0,0.0,16413.28,True,2024-05-24,
POL002968,315e56ff-631f-4679-a738-b763a0884450,AG0055,Home,Custom,2022-09-19,2023-09-19,2025-09-18,1.0,3628.74,302.4,Quarterly,Check,79,Active,B+,77,False,False,0,0.0,3628.74,True,2022-12-02,
POL002969,e239de7f-879b-4c9d-90ee-d8aac50be8c4,AG0140,Commercial,General Liability,2022-10-15,2023-10-15,2025-10-14,1.0,5640.02,470.0,Quarterly,Bank Transfer,78,Active,B+,75,True,True,22,1240.8,4399.22,False,2023-07-29,Should Mr wrong response more. Fine staff value kind tax to meeting. Price authority start would.
POL002970,cf8bd02f-160d-4c70-b354-5b6e75cd80f5,AG0133,Business Liability,General,2022-02-16,2023-02-16,2026-02-15,1.0,7897.24,658.1,Monthly,Bank Transfer,72,Active,A,68,False,True,5,394.86,7502.38,False,2025-01-27,Property increase class debate exactly. Play so miss. Detail chair history sort buy work.
POL002971,6a9abb09-1b27-42f9-beb2-24a6b7a35fa1,AG0011,Home,Basic,2023-11-21,2024-11-20,2025-11-20,1.0,5464.09,455.34,Annual,Online Payment,100,Active,B+,77,False,True,10,546.41,4917.68,True,2024-09-10,
POL002972,3c3a7513-f32d-45dd-87de-6309df73c98e,AG0098,Auto,Full Coverage,2020-09-20,2021-03-21,2025-09-19,0.5,2281.82,190.15,Quarterly,Check,66,Active,A,68,False,False,0,0.0,2281.82,True,2022-09-20,
POL002973,1967ce78-ba65-4314-87f2-df66d4998895,AG0086,Health,Family,2021-12-16,2022-12-16,2025-12-15,1.0,15662.84,1305.24,Monthly,Credit Card,90,Active,A,63,False,False,0,0.0,15662.84,False,2024-09-10,
POL002974,ed96930b-42cd-44f2-a4e6-275199781ee6,AG0021,Professional Liability,Consulting,2022-11-04,2023-11-04,2025-11-03,1.0,3077.97,256.5,Monthly,Check,52,Active,B+,55,False,False,0,0.0,3077.97,False,2024-06-23,
POL002975,b92ebaef-196c-47d6-bb7d-94ede9219020,AG0123,Professional Liability,IT,2020-11-13,2021-05-14,2025-11-12,0.5,3556.2,296.35,Annual,Check,49,Active,B+,56,False,False,0,0.0,3556.2,False,2022-10-24,
POL002976,9e7bce9b-39e5-478b-851d-f82a5d215b28,AG0069,Business Liability,General,2023-09-29,2024-09-28,2025-09-28,1.0,4973.18,414.43,Quarterly,Check,57,Active,C+,88,False,True,5,248.66,4724.52,True,2025-03-14,
POL002977,6c7e7e70-b60e-4bb7-9264-5b08d8dd5628,AG0052,Umbrella,Extended,2024-01-23,2025-01-22,2026-01-22,1.0,1342.71,111.89,Semi-Annual,Check,74,Active,A+,67,False,True,15,201.41,1141.3,False,2024-06-25,
POL002978,aad2825e-d8df-4452-9a8e-0a87ac959f60,AG0146,Health,Individual,2024-12-02,2025-12-02,2025-12-02,1.0,8262.18,688.52,Quarterly,Online Payment,53,Active,B,70,True,False,7,578.35,7683.83,True,2025-05-12,
POL002979,2a23f8cc-157b-489e-8260-b110b7bb4f04,AG0114,Business Liability,Product,2021-09-29,2022-09-29,2025-09-28,1.0,3886.57,323.88,Quarterly,Credit Card,48,Active,A+,67,True,True,17,660.72,3225.85,False,2022-10-20,
POL002980,7079eb1f-0e2f-41c2-932f-0e8944546622,AG0025,Home,Basic,2022-12-21,2023-06-21,2025-06-20,0.5,5623.41,468.62,Semi-Annual,Credit Card,100,Active,C,79,False,False,0,0.0,5623.41,False,2025-01-06,
POL002981,d4921c2a-8159-4403-b15f-cf94d3f68116,AG0082,Health,Individual,2022-10-12,2023-10-12,2025-10-11,1.0,12851.83,1070.99,Monthly,Online Payment,71,Pending,B,80,True,False,5,642.59,12209.24,False,2023-07-15,
POL002982,88135ec7-e985-4f52-af52-a634bf36ccb2,AG0097,Professional Liability,IT,2024-08-10,2025-08-10,2025-08-10,1.0,3413.8,284.48,Quarterly,Online Payment,67,Active,A+,62,False,False,0,0.0,3413.8,True,2025-01-29,
POL002983,96a8b2a7-9044-4219-8c99-e9cc8d171a14,AG0043,Business Liability,Professional,2021-03-24,2022-03-24,2026-03-24,1.0,9636.25,803.02,Semi-Annual,Check,100,Active,C,58,False,True,15,1445.44,8190.81,True,2022-11-14,Police have teacher certain sort entire past. Amount senior accept actually when.
POL002984,8f247de7-de0a-4ef9-a7be-359d0c25f00e,AG0032,Umbrella,Standard,2024-08-18,2025-08-18,2025-08-18,1.0,692.19,57.68,Annual,Online Payment,69,Active,C,75,False,True,10,69.22,622.97,False,2025-01-08,National pretty city Mr. Center firm seven race student rock. Day space pay part accept reach body.
POL002985,6a8e3a70-0d14-4a11-aaf9-d0cefc3b3eb2,AG0092,Life,Whole Life,2024-01-06,2049-01-05,2049-01-05,25.0,1984.73,165.39,Semi-Annual,Credit Card,60,Active,D,79,True,True,15,297.71,1687.02,False,2024-10-31,Last if loss case reality positive far. Walk ten give. Door reflect similar read dog.
POL002986,0fe4654e-41cd-4b6c-ada8-9db612947c6c,AG0134,Renters,Premium,2022-11-18,2023-05-19,2025-11-17,0.5,1133.65,94.47,Semi-Annual,Credit Card,70,Active,B+,79,True,False,7,79.36,1054.29,False,2023-01-24,Grow continue for.
POL002987,df67671f-c70d-425a-a3a1-3a2bb6e495eb,AG0081,Business Liability,Product,2024-12-19,2025-12-19,2025-12-19,1.0,6084.2,507.02,Annual,Online Payment,83,Active,C+,69,True,False,5,304.21,5779.99,True,2025-01-28,
POL002988,951f00f4-6928-465e-b192-a6b9735dc6d0,AG0085,Business Liability,Professional,2021-12-08,2022-12-08,2025-12-07,1.0,6283.43,523.62,Semi-Annual,Online Payment,100,Active,C,64,False,False,0,0.0,6283.43,False,2024-07-04,
POL002989,668d69c8-1c7a-428c-a00e-6b00cc50cd7f,AG0146,Home,Basic,2023-05-18,2024-05-17,2026-05-17,1.0,4360.77,363.4,Annual,Bank Transfer,95,Active,A+,86,False,False,0,0.0,4360.77,True,2024-12-06,
POL002990,4d655416-81b6-48f4-96f4-7032b11d2c71,AG0096,Auto,Liability Only,2024-05-29,2025-05-29,2026-05-29,1.0,2573.92,214.49,Annual,Bank Transfer,100,Active,C,74,False,True,10,257.39,2316.53,False,2024-09-24,
POL002991,13b6e16e-7eb0-42af-a7e4-302ec22b26ea,AG0018,Professional Liability,Consulting,2020-11-05,2021-05-06,2025-11-04,0.5,5340.61,445.05,Quarterly,Bank Transfer,63,Active,C,96,False,False,0,0.0,5340.61,False,2024-07-11,
POL002992,1d7d227f-b3f9-4cae-aead-2dce58c6872f,AG0098,Commercial,General Liability,2024-04-02,2025-04-02,2026-04-02,1.0,7791.51,649.29,Monthly,Online Payment,69,Active,C,62,True,False,7,545.41,7246.1,True,2025-04-01,
POL002993,1b96558d-7e5b-448f-92fa-8764f36b7bf7,AG0091,Auto,Full Coverage,2022-08-30,2023-08-30,2025-08-29,1.0,2614.46,217.87,Monthly,Check,72,Active,D,60,True,False,7,183.01,2431.45,False,2024-06-23,Player represent whole stuff soldier. Property perhaps pass rich then business dream.
POL002994,daf38fe3-e709-4f91-a221-7db93443dc3e,AG0019,Commercial,Professional Liability,2021-04-19,2022-04-19,2026-04-19,1.0,11041.32,920.11,Annual,Credit Card,82,Lapsed,D,64,False,True,15,1656.2,9385.12,True,2021-12-28,
POL002995,965837b3-f280-4fa8-8eb6-c879e59c2f5f,AG0110,Auto,Liability Only,2023-04-21,2024-04-20,2026-04-20,1.0,2744.94,228.74,Monthly,Online Payment,70,Active,C,83,False,False,0,0.0,2744.94,False,2025-04-01,Physical rate difficult effort man let huge. Debate know skill middle society season.
POL002996,5093bb5a-f61f-4cac-9404-7c1739aeb4bd,AG0142,Renters,Premium,2025-03-10,2026-03-10,2026-03-10,1.0,1087.7,90.64,Quarterly,Online Payment,84,Active,B+,72,False,True,10,108.77,978.93,True,2025-05-26,Option standard discuss. Draw report national add civil rather eat.
POL002997,c78bf95c-e29d-478e-9f5c-730b3edb53ca,AG0058,Umbrella,Extended,2022-01-03,2023-01-03,2026-01-02,1.0,1557.34,129.78,Quarterly,Bank Transfer,77,Active,A,72,False,True,5,77.87,1479.47,False,2022-08-20,
POL002998,4e011600-16ba-424c-a1b5-4933c19bd899,AG0148,Business Liability,Professional,2025-05-06,2026-05-06,2026-05-06,1.0,7326.94,610.58,Quarterly,Online Payment,68,Cancelled,C+,71,False,True,5,366.35,6960.59,False,2025-05-20,
POL002999,841cbe79-e2bf-4a4f-be39-a5553feb7ed2,AG0142,Health,Group,2022-04-05,2023-04-05,2026-04-04,1.0,9433.58,786.13,Semi-Annual,Online Payment,82,Cancelled,A,70,False,True,5,471.68,8961.9,True,2025-04-20,Check central store fall particular paper officer big. Create attack life American model provide.
POL003000,da19187f-e2c6-4672-aa63-a437f5e017d9,AG0049,Umbrella,Extended,2023-08-30,2024-08-29,2025-08-29,1.0,1461.07,121.76,Quarterly,Credit Card,81,Active,A,61,False,True,5,73.05,1388.02,True,2025-05-24,
POL003001,5e27a0a7-8cda-4266-92e1-916c67dbb412,AG0133,Umbrella,Extended,2023-02-11,2024-02-11,2026-02-10,1.0,1076.7,89.72,Annual,Online Payment,65,Active,A,63,False,True,10,107.67,969.03,False,2023-12-17,
POL003002,88b95dc0-72cc-4868-aedd-9295d29ea20c,AG0136,Umbrella,Standard,2021-03-22,2022-03-22,2026-03-22,1.0,1598.05,133.17,Quarterly,Bank Transfer,66,Active,A,87,False,False,0,0.0,1598.05,False,2022-09-27,
POL003003,3dcf9675-7f1b-407e-947f-55a1aecb088a,AG0114,Home,Basic,2022-01-21,2023-01-21,2026-01-20,1.0,3836.77,319.73,Monthly,Online Payment,85,Active,B+,59,False,True,15,575.52,3261.25,True,2025-01-10,
POL003004,404de2de-3781-4141-8368-b43cc5b5980d,AG0098,Umbrella,Extended,2021-11-15,2022-11-15,2025-11-14,1.0,1060.41,88.37,Semi-Annual,Check,81,Active,C+,67,False,False,0,0.0,1060.41,True,2023-07-20,Money phone later position sign measure international. Then team somebody.
POL003005,7a39df6c-49e7-4999-b461-f156556536ee,AG0094,Business Liability,Product,2023-10-01,2024-09-30,2025-09-30,1.0,6598.71,549.89,Annual,Bank Transfer,64,Active,C+,54,False,True,10,659.87,5938.84,True,2023-10-03,
POL003006,d6fe0988-b808-45a1-80a2-882f8cf6f1f4,AG0001,Professional Liability,Medical,2024-01-19,2025-01-18,2026-01-18,1.0,5709.14,475.76,Quarterly,Credit Card,89,Active,D,55,True,False,7,399.64,5309.5,True,2024-09-03,
POL003007,8ed5f158-8b06-4c51-9dac-52c513cedca3,AG0041,Umbrella,Extended,2023-01-21,2024-01-21,2026-01-20,1.0,1374.28,114.52,Annual,Credit Card,74,Active,B,60,True,False,2,27.49,1346.79,False,2023-02-21,
POL003008,19a374e7-8e9f-4cfb-ae71-53dac5815be2,AG0111,Home,Premium,2022-05-28,2023-05-28,2026-05-27,1.0,2625.94,218.83,Annual,Online Payment,86,Active,D,67,False,True,15,393.89,2232.05,True,2023-08-29,
POL003009,c56f95f0-ed0a-47fe-9edc-40bc75a48c1a,AG0138,Business Liability,Product,2023-05-21,2024-05-20,2026-05-20,1.0,8092.2,674.35,Annual,Credit Card,72,Active,A+,70,True,True,15,1213.83,6878.37,True,2024-05-27,Sit effect stage network exist. Cold benefit produce out open.
POL003010,79cb07a9-f82a-4832-8291-8c4d30e17f1e,AG0098,Umbrella,Extended,2023-08-30,2024-08-29,2025-08-29,1.0,1254.17,104.51,Semi-Annual,Bank Transfer,79,Active,B,72,False,False,0,0.0,1254.17,False,2025-05-16,
POL003011,2394e476-6bbd-4610-90c4-4cb149206c00,AG0118,Umbrella,Extended,2021-04-13,2021-10-12,2025-10-12,0.5,1535.95,128.0,Monthly,Credit Card,74,Pending,C+,65,False,True,5,76.8,1459.15,False,2022-07-08,Mouth religious necessary simple property every I. According administration behind beyond election.
POL003012,d9d74b59-d78d-4696-9004-4538bd510197,AG0004,Health,Individual,2023-05-29,2024-05-28,2026-05-28,1.0,8720.18,726.68,Semi-Annual,Credit Card,51,Active,B,58,False,False,0,0.0,8720.18,False,2023-09-10,
POL003013,f1ac5c99-a6f0-4dc4-be23-d0383db87069,AG0134,Umbrella,Standard,2021-04-21,2022-04-21,2026-04-21,1.0,1398.08,116.51,Monthly,Online Payment,85,Active,A+,68,False,False,0,0.0,1398.08,False,2022-04-03,
